DSP_1005580000422_D_A02.dcc	DSP_1005580000422_D_A03.dcc	DSP_1005580000422_D_A08.dcc	DSP_1005580000422_D_A09.dcc	DSP_1005580000422_D_A10.dcc	DSP_1005580000422_D_A11.dcc	DSP_1005580000422_D_A12.dcc	DSP_1005580000422_D_B01.dcc	DSP_1005580000422_D_B06.dcc	DSP_1005580000422_D_B07.dcc	DSP_1005580000422_D_B08.dcc	DSP_1005580000422_D_B09.dcc	DSP_1005580000422_D_B10.dcc	DSP_1005580000422_D_B11.dcc	DSP_1005580000422_D_B12.dcc	DSP_1005580000422_D_C01.dcc	DSP_1005580000422_D_C04.dcc	DSP_1005580000422_D_C05.dcc	DSP_1005580000422_D_C06.dcc	DSP_1005580000422_D_C07.dcc	DSP_1005580000422_D_C10.dcc	DSP_1005580000422_D_C11.dcc	DSP_1005580000422_D_C12.dcc	DSP_1005580000422_D_D01.dcc	DSP_1005580000422_D_D04.dcc	DSP_1005580000422_D_D05.dcc	DSP_1005580000422_D_D08.dcc	DSP_1005580000422_D_D09.dcc	DSP_1005580000422_D_D10.dcc	DSP_1005580000422_D_D11.dcc	DSP_1005580000422_D_D12.dcc	DSP_1005580000422_D_E01.dcc
2310034P14Rik	10	8	6	5	2	2	6	7	3	5	5	12	1	5	0	6	2	4	1	2	1	0	3	2	2	1	4	1	6	0	3	6
2310039H08Rik	8	17	4	22	7	8	6	14	9	21	6	12	3	20	5	14	3	5	4	2	3	4	4	5	4	6	1	3	4	4	3	10
2310050C09Rik	2	8	4	13	2	2	2	3	6	8	2	23	3	9	2	11	1	0	2	3	1	1	0	1	1	1	1	1	0	1	2	2
2310057J18Rik	5	5	6	10	3	3	5	7	4	6	5	7	2	6	1	5	0	1	2	0	0	3	0	1	2	0	1	2	4	1	2	0
2310057M21Rik	3	4	4	17	2	14	9	12	9	10	8	9	5	12	1	21	14	16	15	14	16	20	9	9	4	14	9	24	10	14	15	24
2310057N15Rik	3	8	6	10	1	6	3	10	5	18	8	8	5	10	1	8	1	0	0	3	1	0	2	2	2	0	5	3	0	2	3	2
2310061I04Rik	8	11	7	25	5	12	14	18	12	28	4	33	0	17	3	18	21	52	24	50	26	38	13	31	23	30	24	51	29	32	30	78
2310061N02Rik	4	7	5	15	4	3	6	5	4	7	3	14	4	6	0	5	2	0	1	1	0	1	3	0	1	1	1	1	1	1	3	3
2310079G19Rik	5	8	7	15	5	8	9	8	6	16	1	15	5	10	5	8	2	1	2	0	1	2	0	0	3	0	2	7	2	2	1	4
2410002F23Rik	3	4	5	16	3	8	5	9	5	16	7	18	2	10	3	6	9	10	7	8	8	14	8	6	6	8	10	16	14	9	13	21
2410004B18Rik	1	2	4	13	0	4	4	10	4	17	5	15	4	6	4	8	3	9	6	5	3	9	5	5	5	6	2	14	9	4	3	14
2410004P03Rik	5	9	4	12	5	7	6	13	7	13	5	16	9	6	2	14	1	5	6	4	3	7	0	2	2	1	4	5	4	0	4	5
Spring1	3	4	5	6	1	7	7	6	7	9	1	10	0	12	0	6	4	2	3	1	2	6	1	2	4	3	5	6	2	1	3	6
2410137M14Rik	1	13	5	12	5	11	6	20	8	12	7	19	3	19	6	8	0	2	2	3	2	1	4	1	3	5	0	10	2	2	4	10
Zfp998	6	9	9	11	8	3	8	11	1	9	5	9	2	7	1	8	2	1	0	2	1	1	6	0	1	0	2	2	1	2	3	2
2510002D24Rik	4	5	8	12	1	10	3	7	7	12	4	12	2	9	2	9	3	3	0	2	3	5	1	5	5	4	5	8	4	4	4	9
2510009E07Rik	2	6	3	9	0	7	5	15	5	16	3	17	2	10	4	9	4	1	4	7	5	8	4	3	4	1	2	9	6	5	1	10
2510039O18Rik	8	15	4	11	3	11	4	11	6	14	7	12	4	14	1	9	2	5	5	7	4	8	6	6	7	3	10	8	2	1	2	9
2610001J05Rik	8	13	6	20	5	4	7	4	8	19	9	23	6	10	5	9	7	5	7	4	3	7	2	3	5	6	13	11	9	6	12	10
2610002M06Rik	2	2	1	6	1	6	5	4	4	11	3	10	2	8	11	8	9	10	3	5	5	12	2	6	6	6	7	18	5	6	5	16
2610008E11Rik	3	10	4	17	5	5	1	10	5	17	9	18	5	18	4	8	2	4	4	2	1	4	1	5	2	6	2	10	4	6	3	8
2610028H24Rik	3	7	4	19	1	2	3	9	5	11	3	16	5	7	5	10	4	4	4	3	3	5	0	1	1	4	3	7	4	0	2	8
2610301B20Rik	5	5	4	10	2	3	2	10	7	16	4	14	9	7	2	5	5	8	6	7	3	6	4	5	5	1	5	20	3	3	4	13
2610318N02Rik	3	6	2	6	3	10	2	16	5	15	9	14	6	8	3	12	2	1	3	3	2	4	1	3	3	1	2	5	3	2	3	6
2610507B11Rik	3	7	6	19	1	5	5	8	3	10	3	8	2	12	0	4	7	20	14	14	14	22	11	22	9	23	22	37	15	16	16	31
2610524H06Rik	2	8	2	13	3	8	3	11	2	16	6	14	4	10	3	9	4	3	9	7	6	3	2	5	7	6	6	6	1	2	2	8
2610528A11Rik	5	8	8	9	4	9	2	10	5	9	6	16	4	6	1	11	0	1	2	1	0	1	1	1	3	1	2	4	4	2	1	1
2610528J11Rik	3	9	3	28	8	13	7	18	5	19	4	27	5	21	2	20	2	6	6	11	6	11	7	7	6	6	9	11	5	8	2	13
2700049A03Rik	1	7	5	15	1	3	3	9	4	14	2	14	5	9	2	7	2	4	4	4	5	8	1	3	2	4	2	5	4	2	2	7
2700062C07Rik	0	4	6	59	7	2	4	13	2	9	3	8	2	9	5	7	4	4	4	5	3	7	3	7	3	5	1	7	4	1	7	13
Zfta	2	7	5	14	3	7	4	5	5	13	5	9	1	10	2	11	13	7	8	13	7	10	6	4	5	3	3	11	9	7	5	10
2700097O09Rik	6	5	3	12	4	2	7	12	4	7	3	9	4	7	3	5	1	9	6	8	4	8	5	3	5	3	6	6	1	9	5	5
2810004N23Rik	2	8	2	15	0	7	6	10	3	17	4	18	2	14	1	13	2	6	6	7	3	4	3	3	2	3	7	7	3	5	11	6
Mtrfr	3	6	3	9	1	8	7	7	7	12	1	11	2	8	3	2	4	3	2	4	3	3	3	3	3	2	4	9	4	2	5	7
2810021J22Rik	2	11	5	14	1	14	5	11	9	12	3	8	1	18	9	9	2	6	0	7	9	7	2	7	4	4	7	9	3	8	3	8
2810408A11Rik	9	9	3	10	5	6	4	10	5	9	5	13	7	11	2	10	2	3	6	3	3	2	2	3	2	1	2	3	4	0	0	4
2810459M11Rik	1	6	5	20	3	8	3	10	6	11	5	17	2	13	4	8	2	6	2	4	1	3	4	3	3	3	6	4	3	2	1	7
2900026A02Rik	0	3	4	10	1	10	4	16	8	11	7	13	1	8	0	5	4	7	5	8	4	6	6	2	6	5	3	7	5	3	12	6
2900092C05Rik	4	8	4	14	3	5	4	9	1	8	2	10	3	10	4	8	0	1	4	1	2	0	1	0	3	2	4	1	2	1	0	2
3110009E18Rik	5	11	2	14	4	3	5	15	3	9	3	13	3	11	4	6	3	0	0	2	2	4	1	0	4	1	5	5	2	1	7	6
3110040M04Rik	7	7	3	11	1	10	5	16	6	18	3	21	1	5	9	3	2	6	1	3	0	7	3	3	3	3	5	4	1	3	2	12
3110040N11Rik	2	5	5	10	2	3	7	15	3	7	3	17	1	8	6	4	2	2	1	3	7	5	4	3	1	4	3	8	5	3	4	8
3110067G11Rik	3	8	4	5	6	10	4	7	6	14	4	11	2	7	5	10	0	1	2	1	1	2	0	3	2	3	0	3	1	0	2	1
3110082I17Rik	5	5	5	10	6	7	4	7	8	20	1	12	3	6	4	11	2	2	5	5	3	4	5	2	5	2	0	2	1	0	3	3
3110082J24Rik	5	5	4	9	3	4	4	6	4	11	4	16	5	7	1	10	2	5	4	3	4	2	0	4	1	3	3	5	2	3	3	5
3425401B19Rik	5	6	2	14	5	6	3	9	5	10	4	7	3	3	3	5	1	1	5	1	0	2	0	0	1	1	2	2	1	2	1	3
3830406C13Rik	0	6	5	9	2	4	9	11	4	10	3	13	0	6	2	11	16	5	23	14	10	6	12	6	14	3	8	26	11	8	11	26
Magea9	0	5	2	14	6	9	6	14	7	17	6	13	5	21	3	13	2	2	2	3	2	2	1	3	3	3	3	5	2	1	6	0
Spata6l	6	11	2	8	2	2	4	17	8	7	3	14	6	13	2	9	1	2	2	2	0	3	1	4	1	1	2	2	3	4	5	8
4833420G17Rik	2	6	6	13	6	14	6	9	2	14	5	13	4	6	1	10	12	12	13	8	16	14	2	12	7	13	4	15	5	16	8	20
Hoatz	3	7	9	12	5	10	7	12	6	16	5	14	4	11	4	10	1	1	1	1	0	2	0	2	2	1	3	4	3	5	1	4
4833439L19Rik	2	7	10	16	4	11	9	20	8	20	5	22	4	10	4	8	19	24	25	29	13	26	17	17	18	10	17	51	29	13	27	37
4921504E06Rik	3	8	2	12	3	8	5	8	6	8	8	10	6	10	2	6	1	1	3	1	1	1	1	0	1	1	1	3	1	1	1	2
4921507P07Rik	1	8	5	12	3	2	5	9	3	13	3	12	1	14	4	6	0	0	2	2	0	1	2	1	1	1	5	5	2	4	2	3
4921511C20Rik	2	11	4	6	5	3	6	14	10	11	9	14	1	2	4	7	1	2	2	4	4	0	2	0	3	2	0	0	1	1	4	3
4921517D22Rik	5	4	5	7	4	11	8	8	8	12	6	13	1	9	3	7	2	1	1	1	1	1	0	3	0	1	4	4	2	0	0	2
4921524J17Rik	5	9	7	14	0	6	3	10	5	8	6	9	5	12	6	10	3	1	4	5	6	6	5	3	6	2	5	2	0	3	4	2
4921524L21Rik	4	3	5	15	5	8	9	7	5	13	4	12	3	15	2	3	2	6	1	2	0	2	1	3	4	1	1	3	2	3	1	2
4921536K21Rik	4	3	8	11	6	8	11	9	10	10	5	16	3	14	5	4	1	0	4	3	1	3	0	1	0	1	1	3	3	2	1	5
4921539E11Rik	1	5	1	13	1	11	4	9	3	10	5	15	4	12	3	7	0	0	5	3	0	6	3	3	5	0	2	1	3	0	4	1
4930402F06Rik	3	9	5	17	0	8	9	14	4	18	7	19	4	9	4	4	0	1	3	0	0	3	2	2	1	1	0	2	2	0	1	6
Dnaaf9	4	8	6	14	1	5	6	8	2	9	4	19	7	18	3	7	3	4	8	0	2	8	2	13	4	5	2	12	2	1	7	21
4930402K13Rik	2	6	5	8	0	6	2	5	5	9	3	10	4	15	3	9	1	2	3	0	3	2	1	2	4	0	2	2	1	0	1	6
4930404H24Rik	1	7	7	13	3	7	7	11	4	14	3	11	4	8	2	6	1	2	5	1	1	2	2	4	3	4	4	1	1	1	0	2
4930404N11Rik	2	9	2	7	3	6	5	7	4	14	4	12	1	7	2	5	2	2	2	1	2	3	1	1	0	2	2	2	1	3	3	5
4930407I10Rik	1	8	3	9	1	2	5	9	4	11	6	17	1	7	5	8	1	2	0	1	1	1	1	1	5	1	0	0	3	1	5	4
4930412O13Rik	5	6	5	11	4	7	6	10	7	12	4	13	7	14	2	12	1	0	4	2	0	1	1	4	2	1	0	3	3	2	2	5
4930415L06Rik	2	10	4	8	1	4	1	12	3	9	1	15	5	8	5	7	1	1	2	2	2	2	2	0	2	0	1	3	5	0	0	2
Tex49	3	10	3	9	4	7	5	7	3	10	2	15	1	6	1	11	2	5	2	2	2	3	1	2	3	3	2	5	1	1	2	4
4930430F08Rik	3	6	6	16	4	8	6	3	8	14	5	14	3	8	2	7	7	4	10	9	2	9	6	5	7	6	6	12	2	7	2	12
Brme1	2	3	1	7	1	7	3	12	8	10	2	8	3	10	4	8	2	2	5	0	1	1	1	1	1	2	3	2	2	1	4	3
4930432M17Rik	0	10	6	14	4	8	4	13	4	15	8	9	5	8	5	8	2	2	4	1	1	2	2	1	2	3	3	2	2	3	3	3
4930433I11Rik	0	5	5	8	1	1	3	8	3	13	3	7	2	8	5	11	2	3	1	2	0	2	0	1	2	0	0	2	1	0	1	0
4930438A08Rik	3	6	5	5	1	5	5	12	11	9	3	13	4	4	3	3	1	3	2	0	4	4	1	1	1	2	2	4	0	0	0	1
4930444G20Rik	3	7	7	7	5	7	5	7	3	16	3	13	2	4	1	10	2	2	2	0	1	2	1	7	4	1	0	2	2	0	2	5
4930444P10Rik	1	3	4	7	2	4	5	6	5	10	5	11	2	12	1	9	0	2	4	2	0	3	2	2	1	3	2	2	1	0	2	4
4930445K14Rik	5	8	6	9	3	5	6	12	4	7	4	17	5	12	4	5	4	4	1	1	1	6	0	0	1	2	4	6	2	1	2	3
4930447A16Rik	3	6	5	8	3	6	0	11	3	9	2	9	1	7	2	6	1	1	2	1	3	1	1	0	2	0	1	2	1	0	2	3
4930447C04Rik	4	3	2	10	3	8	3	12	8	8	2	12	2	4	4	3	4	5	7	8	8	6	3	8	6	10	4	20	6	9	9	18
4930449I24Rik	4	7	6	18	4	5	5	14	4	17	1	14	5	7	2	7	2	3	2	7	5	7	0	10	4	0	3	6	2	0	2	16
Dnaaf8	3	3	9	13	6	6	6	9	5	11	4	10	2	5	4	3	3	1	4	3	1	0	4	8	2	1	3	3	6	3	4	5
4930451I11Rik	4	4	11	8	4	9	5	16	4	8	2	10	2	8	1	8	3	1	1	5	0	1	1	2	3	3	2	3	0	1	3	1
Cfap20dc	5	11	4	7	4	4	8	7	5	11	8	20	2	9	4	6	2	5	2	5	3	10	2	10	5	5	6	4	3	6	4	5
4930453N24Rik	1	4	6	9	4	5	8	12	5	9	2	15	2	6	4	9	7	7	7	3	7	6	5	9	2	8	3	9	10	8	5	8
4930455H04Rik	4	6	4	10	3	4	7	11	5	8	3	5	1	11	5	8	3	1	3	1	1	2	0	3	3	0	2	1	2	1	2	1
4930467E23Rik	4	10	9	30	4	9	9	23	6	31	8	33	5	7	5	11	7	16	22	19	5	16	6	15	4	13	3	17	8	15	5	37
4930469K13Rik	4	3	2	11	3	3	7	10	4	12	2	16	3	12	3	8	3	3	0	0	2	2	2	1	3	0	1	2	4	1	2	2
4930470P17Rik	5	8	5	14	6	10	7	15	7	8	3	13	1	7	4	7	1	0	1	0	2	5	1	4	2	5	6	3	1	0	4	2
4930474N05Rik	3	5	4	8	1	3	4	5	9	9	4	10	2	13	2	9	3	2	4	6	1	2	3	2	3	2	4	5	4	2	5	4
4930480E11Rik	6	6	9	7	4	7	7	11	7	10	6	16	2	6	11	3	1	2	0	0	1	2	2	1	1	4	3	1	3	1	4	4
4930486L24Rik	1	3	4	7	4	8	2	4	4	6	0	13	0	5	4	7	1	3	3	1	1	1	2	1	2	0	4	0	0	1	2	4
4930503L19Rik	6	5	7	14	6	5	6	18	6	14	6	19	5	11	2	5	3	3	7	6	3	5	4	8	7	8	5	15	7	6	3	12
4930505A04Rik	8	4	2	17	3	12	7	14	6	22	3	11	1	8	2	10	2	1	5	1	3	0	6	2	1	0	4	4	2	1	2	0
4930512M02Rik	2	5	6	9	6	5	10	7	7	11	6	200	4	6	2	6	1	2	1	3	1	3	2	3	1	2	2	2	0	1	0	5
4930513O06Rik	4	13	6	14	3	8	6	16	5	18	6	14	4	9	5	6	1	1	4	5	3	2	3	0	3	3	0	3	1	3	2	4
4930519G04Rik	1	7	6	12	4	6	5	8	6	11	6	19	2	12	2	3	0	3	4	2	2	3	2	2	1	1	5	1	4	0	1	2
4930522H14Rik	4	6	5	11	3	10	5	10	1	17	0	18	3	8	3	6	2	0	0	5	1	1	2	1	0	2	1	2	1	0	3	1
4930523C07Rik	2	10	4	11	6	5	7	11	2	15	2	17	2	12	5	10	1	1	0	7	1	2	1	0	1	7	0	2	1	1	3	5
4930524B15Rik	1	5	5	13	3	10	7	15	2	10	2	12	4	17	3	6	2	0	0	2	0	2	1	2	0	1	2	2	1	3	4	2
4930524J08Rik	1	1	5	17	5	1	3	5	4	10	2	25	3	13	3	8	0	1	4	3	0	0	3	2	3	0	1	3	2	2	2	4
4930544D05Rik	3	5	2	12	1	12	3	13	2	8	6	18	5	10	3	20	3	1	2	3	1	1	0	3	5	1	2	4	4	0	3	2
4930544G11Rik	5	8	5	6	2	5	6	12	1	18	5	10	5	13	3	10	2	1	3	1	2	4	0	2	2	0	2	4	0	1	7	1
4930548H24Rik	3	7	0	8	2	5	3	10	5	11	3	6	0	10	4	11	0	2	3	2	1	1	1	0	2	0	2	4	1	2	1	3
4930550C14Rik	5	7	5	13	2	7	5	7	2	12	5	22	3	5	3	4	0	3	2	2	1	1	1	0	2	2	1	3	4	0	2	3
Magea13	3	4	5	4	1	13	5	9	2	10	4	16	4	9	2	4	0	2	2	3	0	4	5	3	0	2	2	1	3	0	1	3
4930555G01Rik	1	6	7	21	2	6	4	11	6	23	4	17	3	9	2	3	2	7	3	7	0	5	3	7	4	6	4	8	5	4	7	14
4930558C23Rik	2	10	6	7	4	5	3	7	6	9	3	11	3	2	0	7	3	3	1	3	3	0	2	0	1	1	1	2	1	2	3	0
4930558K02Rik	6	12	8	16	0	8	8	12	13	10	4	10	9	15	0	7	3	2	6	1	1	4	4	0	4	2	6	2	1	1	5	3
4930562C15Rik	6	7	5	7	2	8	2	8	2	11	2	15	2	6	2	5	0	2	3	2	1	2	1	3	0	0	2	5	0	0	0	4
4930563E22Rik	1	1	3	9	2	1	6	7	0	7	1	11	3	2	0	2	0	1	2	1	2	1	1	0	1	1	2	2	1	0	1	3
4930563M21Rik	1	8	5	15	7	6	4	7	10	14	4	18	4	14	3	9	2	1	4	2	4	0	0	1	3	2	3	2	5	2	1	6
4930564C03Rik	4	9	8	9	0	5	5	11	3	6	7	16	5	9	0	12	2	3	0	3	0	0	1	3	3	2	1	0	2	3	3	3
4930564D02Rik	4	9	3	10	3	2	6	6	5	18	4	13	3	11	2	6	1	2	2	3	3	6	2	3	3	2	5	5	0	4	3	8
4930567H17Rik	2	6	3	11	3	5	10	3	5	5	1	21	2	8	4	10	1	1	1	2	1	0	4	1	1	1	0	3	0	3	1	5
4930568D16Rik	5	10	11	8	2	8	5	7	3	19	6	7	8	11	1	17	4	1	2	2	3	3	2	1	2	0	3	4	1	1	1	3
4930578G10Rik	6	6	2	10	2	3	6	9	2	7	8	12	4	13	5	8	4	7	3	4	6	2	2	6	4	7	3	3	6	2	1	7
4930578I06Rik	6	8	4	16	2	8	3	11	5	8	4	12	3	11	6	7	0	1	1	2	1	1	2	3	1	0	5	3	0	2	1	1
4930578L24Rik	10	7	3	19	5	10	9	13	9	17	3	13	6	11	4	7	0	3	2	2	2	1	3	3	0	4	1	4	3	1	3	2
4930579F01Rik	2	5	4	5	3	7	5	10	2	14	4	11	4	10	2	3	1	2	3	0	0	3	1	0	2	1	2	2	2	3	3	5
4930579G24Rik	2	9	6	9	3	7	4	9	6	8	2	12	5	10	2	7	1	0	4	5	3	4	2	2	0	1	2	4	4	1	1	3
4930583I09Rik	2	4	3	6	2	6	3	9	1	13	6	10	3	7	3	4	3	2	1	3	1	1	1	1	2	1	4	4	1	2	2	4
4930590J08Rik	3	17	5	7	3	6	4	4	5	11	5	16	2	4	5	7	2	10	2	4	1	3	5	4	2	3	2	6	3	6	3	10
4930595D18Rik	3	8	3	12	3	15	2	7	4	19	3	18	5	8	5	12	1	0	1	1	0	0	0	1	0	3	3	3	2	1	3	2
4930595M18Rik	2	6	6	10	3	6	3	5	7	10	6	11	2	11	4	7	2	0	0	1	2	0	1	0	0	2	2	2	0	1	2	1
4930596D02Rik	3	2	5	9	1	4	1	9	3	6	6	5	5	6	3	7	2	2	2	1	3	3	0	2	3	1	1	6	1	0	3	3
4931400O07Rik	3	6	3	17	6	9	1	8	4	11	4	9	1	10	1	13	1	2	2	3	1	1	2	4	1	2	0	4	3	2	4	6
4931406B18Rik	3	2	4	9	1	6	2	5	1	3	3	10	4	4	4	5	0	0	2	2	0	0	0	3	2	2	1	3	1	2	1	7
4931406C07Rik	0	6	1	19	3	8	3	6	4	12	3	13	5	4	4	13	3	0	1	5	3	6	1	1	7	1	5	4	0	0	1	6
Garre1	2	7	3	14	6	6	7	14	4	8	2	9	4	10	4	9	4	3	7	9	2	8	4	7	3	5	4	13	4	6	5	9
4931408C20Rik	3	5	5	16	4	5	2	10	6	12	5	7	6	8	5	20	0	1	2	0	1	2	1	1	1	1	1	3	4	1	0	0
4931414P19Rik	7	5	5	15	2	6	3	8	4	9	1	21	4	13	6	8	3	3	2	0	1	3	0	1	4	1	2	3	1	3	2	0
4931417E11Rik	1	6	3	13	2	5	6	10	8	15	6	16	5	9	5	7	6	3	8	1	1	2	5	1	1	3	3	4	1	1	3	4
4931422A03Rik	2	9	1	11	4	6	5	12	9	22	7	20	3	10	6	6	0	1	2	0	1	4	4	7	1	4	3	1	1	1	0	2
4931428F04Rik	2	6	5	9	3	5	2	13	5	12	4	10	3	7	1	7	3	8	10	10	2	8	2	9	2	1	2	6	1	4	2	18
4931428L18Rik	3	9	1	12	0	10	5	8	3	9	3	17	4	3	5	8	3	1	2	4	0	4	4	2	1	1	2	1	1	0	0	0
4931429L15Rik	2	4	4	13	3	9	1	12	9	16	1	15	4	7	4	8	0	0	1	1	2	4	0	1	2	1	6	4	2	1	1	5
4932411N23Rik	5	5	7	13	4	6	2	3	4	7	1	17	2	8	4	8	2	4	1	1	0	1	2	1	3	1	2	4	3	2	0	0
4932414N04Rik	2	10	7	18	5	9	7	8	5	12	4	12	6	11	4	12	0	4	3	1	2	2	2	3	5	2	1	2	3	1	1	5
4932429P05Rik	5	8	8	10	5	8	7	14	7	13	1	15	5	7	1	8	2	7	1	1	4	4	1	1	2	3	0	6	2	1	1	1
4932438A13Rik	2	10	4	9	3	4	6	10	4	15	8	14	3	11	3	5	6	9	11	6	9	14	4	12	7	9	7	27	7	7	11	21
4932438H23Rik	1	8	2	5	0	3	2	7	0	5	6	4	3	7	2	0	2	3	2	1	2	1	1	2	1	1	3	2	0	1	3	3
4933400A11Rik	2	7	5	6	2	10	6	11	5	12	4	24	6	12	4	6	4	6	4	2	2	3	5	0	1	2	2	2	3	0	3	6
4933402D24Rik	3	4	7	7	1	3	3	4	5	9	1	16	1	5	3	8	2	1	1	4	0	3	3	1	0	3	3	0	2	0	2	0
Magec2	7	3	5	9	2	10	7	6	5	10	2	7	5	7	3	11	0	1	3	2	3	1	2	2	2	1	4	1	3	1	2	3
4933402J07Rik	2	13	7	13	5	11	5	14	5	12	5	12	8	14	4	10	1	3	4	1	4	1	4	0	2	2	2	1	2	2	3	4
4933402N03Rik	5	14	9	19	4	6	12	13	3	21	10	22	3	18	2	11	2	2	3	1	1	2	0	3	2	1	0	3	0	1	1	6
4933403O08Rik	6	10	4	12	8	5	3	7	2	10	4	15	3	11	4	11	3	2	2	1	0	1	1	0	0	2	1	2	2	2	1	4
4933405L10Rik	2	7	9	9	5	9	4	16	6	8	9	16	1	5	3	7	5	3	3	4	2	5	2	1	1	0	4	4	3	1	1	3
4933405O20Rik	5	10	6	11	3	10	4	6	8	12	7	18	3	12	4	8	4	1	9	2	2	5	1	5	4	4	3	6	6	5	3	11
4933407L21Rik	2	11	4	8	3	11	6	14	9	11	7	13	6	7	2	7	0	2	4	4	2	3	1	1	2	2	1	3	2	3	4	6
4933407O12Rik	3	4	8	13	1	5	3	10	3	15	5	17	6	9	3	5	2	3	4	1	1	1	2	3	1	2	1	3	1	2	1	4
4933409G03Rik	2	2	8	6	4	12	4	10	3	13	5	7	5	10	5	8	4	3	5	2	0	2	1	2	2	2	4	1	1	5	2	3
4933411K16Rik	2	3	5	18	2	6	1	12	7	14	2	16	4	8	2	8	1	3	2	3	2	4	3	0	0	1	2	6	1	0	4	3
4933412E24Rik	3	9	4	15	4	6	4	12	10	8	5	12	2	12	7	8	4	2	1	2	0	2	0	1	3	1	2	2	1	4	2	2
4933414I15Rik	2	2	8	12	1	5	5	7	3	12	3	10	2	10	2	4	2	2	3	0	1	3	4	1	2	0	1	2	1	1	1	3
4933417A18Rik	4	4	2	9	4	4	8	6	5	12	3	17	7	10	4	9	2	3	2	1	1	1	2	2	2	1	3	1	2	2	4	2
4933421I07Rik	3	12	2	9	1	1	7	8	8	11	2	15	2	4	3	7	2	1	3	2	0	3	2	1	3	4	3	1	3	2	3	2
4933424G06Rik	1	8	2	16	2	7	4	10	5	15	5	11	2	12	4	13	1	0	4	1	2	7	1	0	4	1	1	2	2	1	2	2
4933427D14Rik	3	5	2	9	3	3	3	16	3	13	3	9	6	9	6	11	8	10	4	5	1	14	5	5	9	6	4	20	5	10	5	19
4933427I04Rik	2	9	7	11	3	4	5	3	5	6	5	23	5	9	1	5	1	4	1	1	0	1	1	2	1	0	3	2	1	0	4	2
4933428G20Rik	2	16	4	9	4	2	2	8	9	7	3	11	6	12	2	9	1	1	2	2	1	2	2	2	0	3	1	3	2	2	1	6
4933428M09Rik	3	5	8	11	8	2	6	8	3	10	2	14	6	13	3	10	2	1	3	1	0	1	2	2	0	3	2	4	0	0	3	6
4933430I17Rik	3	6	7	10	3	5	6	11	5	15	5	9	2	9	2	16	1	2	5	5	0	4	0	6	0	2	1	4	1	1	4	3
4933434E20Rik	6	11	12	18	3	10	5	16	7	23	5	27	5	6	2	11	16	31	23	12	15	19	8	25	7	17	15	51	11	30	21	34
4933436I01Rik	3	6	5	11	2	5	7	13	3	14	7	15	5	10	4	9	2	0	3	2	0	2	2	1	4	0	3	3	0	2	1	3
4933440N22Rik	6	9	3	8	5	4	4	9	6	10	6	10	3	10	3	5	1	1	0	2	2	2	2	3	4	3	2	4	2	4	2	2
5031439G07Rik	5	6	4	17	2	11	8	11	5	20	8	25	6	10	5	10	34	63	57	54	38	62	33	63	25	56	21	77	32	57	33	123
Elapor1	3	9	3	9	5	3	5	16	5	17	7	7	3	3	5	10	3	7	1	5	1	6	3	8	3	1	2	14	4	1	1	12
5430401F13Rik	1	5	5	11	1	3	5	3	4	6	3	8	0	8	2	2	1	2	3	1	2	4	1	0	1	0	0	3	2	0	2	5
5430402E10Rik	4	10	1	9	1	7	7	6	5	17	7	12	3	12	5	7	2	3	8	5	0	6	1	1	1	3	3	5	0	3	4	7
Tasl	3	7	5	10	3	2	6	12	6	15	4	16	2	10	4	11	0	1	1	1	0	2	1	3	1	3	1	4	2	2	2	4
5530400C23Rik	6	8	4	9	4	4	3	10	6	6	3	8	4	11	3	6	1	1	3	3	2	3	0	3	2	1	3	2	2	1	1	7
5530401A14Rik	3	11	6	10	8	13	6	16	2	8	8	11	12	11	2	13	2	0	2	0	1	0	1	6	1	3	3	5	4	1	3	3
5730409E04Rik	6	9	3	5	3	9	5	13	8	9	2	18	7	14	5	15	26	17	33	17	18	26	16	21	20	18	25	44	25	18	33	29
5730455P16Rik	7	12	12	19	5	7	8	12	2	14	2	18	5	10	2	6	9	14	9	13	5	11	3	12	9	16	8	17	10	11	18	29
5730480H06Rik	3	11	6	16	2	2	5	9	3	8	3	15	2	10	3	10	1	3	1	2	1	2	1	2	0	4	4	2	1	1	0	2
5730522E02Rik	4	8	4	11	4	7	7	12	6	11	7	12	4	12	3	9	1	2	0	1	1	3	0	1	2	2	3	2	3	1	6	0
5730596B20Rik	4	8	7	12	1	5	6	10	4	11	4	12	2	10	2	5	3	0	2	1	2	0	2	2	4	2	3	4	3	2	2	6
Scart2	6	6	5	11	3	8	7	11	7	10	2	14	2	6	4	13	2	3	2	3	1	4	4	2	1	3	1	6	2	0	1	3
6030458C11Rik	1	19	1	16	4	5	2	8	4	8	2	24	5	7	5	10	6	6	7	6	8	9	6	3	3	4	3	13	4	2	9	21
6030468B19Rik	1	7	3	9	3	1	5	10	3	5	3	13	3	14	2	10	1	0	2	2	1	1	1	0	2	1	0	2	1	0	3	3
6030498E09Rik	4	9	5	10	4	5	6	7	5	10	2	14	2	10	2	17	2	2	3	2	3	2	1	6	4	4	6	3	2	3	2	4
6330403K07Rik	3	2	5	9	3	11	7	8	7	10	5	19	0	11	5	11	28	10	28	7	31	23	19	5	22	7	34	15	24	1	47	31
6330409D20Rik	3	6	3	9	2	6	4	16	5	8	2	8	4	5	3	7	0	11	3	4	3	8	6	4	8	4	6	19	2	7	6	14
